wrinvstg_no,fire_type_nm,buld_srtfrm,buld_strctr,buld_srtrf,buld_strct_dong_cnt,ground_nof,bstory_cnt,totar,bottom_area,buld_sttus_nm,dth_cnt,injpsn_cnt,dth_hnl_dmge_cnt,prprty_dmge_amt,fire_ocrn_yr,season_se_nm,qtr_se,fire_ocrn_ymd,fire_ocrn_tm,fire_ocrn_mnth,fire_ocrn_day,fire_ocrn_hour,fire_ocrn_min,daywk,frstt_nm,ward_nm,lfdau_nm,dsp_reqre_time,fire_supesn_time,sido_nm,sigungu_nm,emd_nm,cty_frmvl_se_nm,emd_se_nm,gis_x_axis,gis_y_axis,longitude,la,spt_frstt_dist,spt_safe_cnter_dist,spt_lfdau_dist,ign_htsrc_nm,ign_htsrc_sclas_nm,ign_fctr_lclas_nm,ign_fctr_sclas_nm,frst_igobj_lclas_nm,frst_igobj_sclas_nm,ign_mhrls_lclas_nm,ign_mhrls_sclas_nm,cmbs_expobj_lclas_nm,cmbs_expobj_sclas_nm,fclty_place_lclas_nm,fclty_place_mclas_nm,fclty_place_sclas_nm,ign_floor_nm,soot_area,fio_join_trgt_yn,frmng_trgt_yn,mub_yn,emrg_crg_oper_yn,vhcle_place,vhcle_ign_bhf,fld_fire_se,fld_fire_ign_bhf,time_unit_tmprt,time_unit_rainqty,time_unit_ws,time_unit_wd,time_unit_humidity,time_unit_msnf,time_unit
230123074054084,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,7,4,17833.510000,1848.410000,사용중,0,0,0,1726,2023,겨울,1,20230123,052000,01,23,05,20,월요일,광진소방서,구의119안전센터,,000420,010600,서울특별시,광진구,구의동,도시,동,208059.400400,548389.635600,,,2.40,2.40,0.00,미상,미상,미상,미상,미상,미상,,,,,판매/업무시설,일반업무,일반빌딩,-3,5.000000,N,Y,N,N,,,,,-1.4,,2.0,20,79,,2000
230123094736059,자동차/철도차량,,,,,,,,,,0,0,0,3300,2023,겨울,1,20230123,080800,01,23,08,08,월요일,노원소방서,공릉119안전센터,,000115,000600,서울특별시,노원구,공릉동,도시,동,206395.391200,557459.792800,,,2.80,0.90,0.00,미상,미상,미상,미상,미상,미상,차량/ 선박부품,기타(차량/선박부품),,,자동차/철도차량,자동차,승용자동차,,,N,N,N,N,고속도로,엔진룸,,,-1.5,,1.0,50,78,,2000
230123165014583,건축/구조물,양식(옥),벽돌조,와가,1,1,1,80.000000,69.750000,사용중,0,0,0,202,2023,겨울,1,20230123,151700,01,23,15,17,월요일,양천소방서,양천119안전센터,,000402,001118,서울특별시,양천구,신정동,도시,동,187188.680000,547396.890000,,,2.10,2.10,0.00,작동기기,전기적 아크(단락),전기적 요인,절연열화에 의한 단락,합성수지,플라스틱/ PVC/ 비닐/ 장판,,,,,주거,단독주택,단독주택,1,0.000000,N,N,N,N,,,,,3.1,,4.0,320,59,,1392
230123171146499,기타(쓰레기 화재등),,,,,,,,,,0,0,0,12,2023,겨울,1,20230123,162100,01,23,16,21,월요일,광진소방서,능동119안전센터,,000301,000018,서울특별시,광진구,화양동,도시,동,206324.110000,549344.450000,,,1.50,1.20,0.00,담뱃불/ 라이터불,담뱃불,부주의,담배꽁초,쓰레기류,쓰레기,,,,,기타,야외,쓰레기,,,N,N,N,N,,,,,2.6,,4.0,290,51,,1804
230123173054237,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,7,1,2317.800000,280.030000,사용중,0,0,0,149,2023,겨울,1,20230123,164800,01,23,16,48,월요일,영등포소방서,영등포119안전센터,,000406,000343,서울특별시,영등포구,문래동1가,도시,동,190500.749000,545728.610800,,,2.00,2.00,0.00,작동기기,불꽃/ 스파크/ 정전기,전기적 요인,접촉불량에 의한 단락,합성수지,플라스틱/ PVC/ 비닐/ 장판,,,,,생활서비스,일상서비스,기타 일상서비스,4,3.000000,N,Y,N,N,,,,,2.6,,4.0,290,51,,1804
230123201548210,건축/구조물,양식(옥),기타 조,슬라브가,1,2,1,167.600000,80.660000,사용중,0,0,0,251,2023,겨울,1,20230123,175800,01,23,17,58,월요일,구로소방서,고척119안전센터,,000105,000800,서울특별시,구로구,고척동,도시,동,187066.890000,545047.830000,,,1.70,0.10,3.00,작동기기,전기적 아크(단락),전기적 요인,절연열화에 의한 단락,전기/전자,전선피복,배선/배선기구,기타(배선/배선기구),침구/직물류,이불(베개/시트),주거,단독주택,다가구주택,1,1.000000,N,N,N,N,,,,,1.3,,4.0,290,59,,1186
230123202223724,기타(쓰레기 화재등),,,,,,,,,,0,0,0,104,2023,겨울,1,20230123,192500,01,23,19,25,월요일,강남소방서,역삼119안전센터,,000324,000306,서울특별시,강남구,역삼동,도시,동,202795.090000,544008.880000,,,3.80,1.30,0.00,담뱃불/ 라이터불,담뱃불,부주의,담배꽁초,쓰레기류,재활용,,,,,기타,야외,쓰레기,,2.000000,N,N,N,N,,,,,-1.4,,4.0,270,67,,1307
230123220454920,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,5,0,524.220000,201.590000,사용중,0,0,0,1,2023,겨울,1,20230123,210000,01,23,21,00,월요일,성북소방서,종암119안전센터,,000235,001300,서울특별시,성북구,종암동,도시,동,202847.350000,554901.370000,,,1.40,1.40,0.00,작동기기,전기적 아크(단락),전기적 요인,과부하/과전류,합성수지,플라스틱/ PVC/ 비닐/ 장판,,,,,주거,공동주택,기타 공동주택,2,0.000000,N,N,N,N,,,,,-3.3,,5.0,290,65,,1051
230123230103796,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,28,0,18408.580000,775.510000,사용중,0,0,0,26,2023,겨울,1,20230123,211800,01,23,21,18,월요일,서초소방서,잠원119안전센터,,000545,000535,서울특별시,서초구,반포동,도시,동,201154.121300,545324.640200,,,2.50,1.30,0.00,작동기기,전기적 아크(단락),전기적 요인,접촉불량에 의한 단락,전기/전자,전기/ 전자기기 기판,배선/배선기구,기타(배선/배선기구),,,주거,공동주택,아파트,24,0.000000,N,N,N,N,,,,,-3.3,,5.0,290,65,,1051
230124014611512,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,5,0,425.580000,127.050000,사용중,0,0,0,1994,2023,겨울,1,20230123,212400,01,23,21,24,월요일,동작소방서,백운119안전센터,,000309,003447,서울특별시,동작구,사당동,도시,동,197727.710000,542384.970000,,,7.60,2.40,0.00,미상,미상,미상,미상,미상,미상,,,침구/직물류,의류,주거,공동주택,다세대주택,2,5.000000,N,N,N,N,,,,,-3.3,,5.0,290,65,,1051
230123225231621,건축/구조물,양식(옥),철근콘크리트조,슬라브가,,2,1,163.920000,58.640000,사용중,0,0,0,193,2023,겨울,1,20230123,213200,01,23,21,32,월요일,종로소방서,숭인119안전센터,,000412,000059,서울특별시,종로구,창신동,도시,동,201291.190000,553076.050000,,,4.10,2.20,0.00,작동기기,전기적 아크(단락),전기적 요인,트래킹에 의한 단락,전기/전자,전선피복,,,,,주거,단독주택,단독주택,1,3.000000,N,N,N,N,,,,,-3.3,,5.0,290,65,,1051
230123235628916,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,1,,256.000000,256.000000,사용중,0,0,0,55,2023,겨울,1,20230123,221900,01,23,22,19,월요일,동대문소방서,장안119안전센터,,000325,000000,서울특별시,동대문구,장안동,도시,동,205932.729700,551416.178000,,,0.40,0.40,0.00,작동기기,역화,기계적 요인,오일/연료누설,합성수지,기타(합성수지),계절용 기기,가스난로/스토브,,,생활서비스,음식점,한식,1,0.000000,N,N,N,N,,,,,-5.0,,4.0,290,70,,909
230124010240774,건축/구조물,양식(옥),벽돌조,시멘트기와,1,2,0,136.800000,60.500000,사용중,0,0,0,475,2023,겨울,1,20230124,000100,01,24,00,01,화요일,영등포소방서,당산119안전센터,,000406,001400,서울특별시,영등포구,당산동1가,도시,동,191003.760000,547025.050000,,,1.20,2.50,0.00,미상,미상,미상,미상,미상,미상,,,,,주거,단독주택,단독주택,2,0.000000,N,N,N,N,,,,,-6.9,,4.0,290,47,,2000
230124010952566,기타(쓰레기 화재등),,,,,,,,,,0,0,0,4,2023,겨울,1,20230124,004500,01,24,00,45,화요일,송파소방서,거여119안전센터,,000233,000332,서울특별시,송파구,거여동,도시,동,212755.380000,544373.610000,,,0.50,0.50,0.00,담뱃불/ 라이터불,담뱃불,부주의,담배꽁초,쓰레기류,쓰레기,,,,,기타,야외,쓰레기,,,N,N,N,N,,,,,-6.9,,4.0,290,47,,2000
230124032322996,자동차/철도차량,,,,,,,,,,0,0,0,2,2023,겨울,1,20230124,014800,01,24,01,48,화요일,광진소방서,구의119안전센터,,000358,000600,서울특별시,광진구,구의동,도시,동,207423.807400,548662.861600,,,1.20,1.20,0.00,마찰/ 전도/ 복사,화염 전도/복사열,기타,기타,쓰레기류,쓰레기,,,,,자동차/철도차량,자동차,승용자동차,,,N,N,N,N,일반도로,엔진룸,,,-8.4,,6.0,290,61,,1914
230124044608382,기타(쓰레기 화재등),,,,,,,,,,0,0,0,38,2023,겨울,1,20230124,035600,01,24,03,56,화요일,강북소방서,번동119안전센터,,000330,000530,서울특별시,강북구,수유동,도시,동,202139.740000,559901.390000,,,0.50,0.50,0.00,담뱃불/ 라이터불,담뱃불,부주의,담배꽁초,쓰레기류,쓰레기,,,,,기타,야외,쓰레기,,,N,N,N,N,,,,,-11.4,,5.0,290,62,,1895
230124061733306,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,3,1,400.390000,109.090000,사용중,0,0,0,479,2023,겨울,1,20230124,051600,01,24,05,16,화요일,서대문소방서,북가좌119안전센터,,000448,001445,서울특별시,서대문구,남가좌동,도시,동,192604.420000,552214.390000,,,2.40,2.00,0.00,작동기기,전기적 아크(단락),전기적 요인,접촉불량에 의한 단락,전기/전자,전선피복,,,,,생활서비스,음식점,일식,1,0.000000,N,N,N,N,,,,,-13.4,,4.0,290,63,,1709
230124094505586,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,12,1,3496.000000,337.560000,사용중,0,0,0,1255,2023,겨울,1,20230124,074800,01,24,07,48,화요일,강서소방서,화곡119안전센터,,000342,001237,서울특별시,강서구,화곡동,도시,동,186339.590000,547841.600000,,,4.70,1.90,0.00,작동기기,기기 전도/복사열/기기발열,부주의,기기(전기/ 기계 등) 사용.설치부주의,종이/목재/건초등,종이,주방기기,전기레인지,,,주거,공동주택,기타 공동주택,8,5.000000,N,Y,N,N,,,,,-15.6,,6.0,290,55,,1709
230124100218665,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,12,1,3595.370000,427.540000,사용중,0,0,0,1394,2023,겨울,1,20230124,080000,01,24,08,00,화요일,강서소방서,화곡119안전센터,,000537,002446,서울특별시,강서구,화곡동,도시,동,186197.490000,547778.200000,,,5.00,2.20,0.00,작동기기,기기 전도/복사열/기기발열,기계적 요인,과열/ 과부하,전기/전자,기타(전기/전자),계절용 기기,전기장판/담요/방석류,,,판매/업무시설,일반업무,오피스텔,8,5.000000,N,Y,N,N,,,,,-16.4,,5.0,290,48,,1812
230124105825750,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,15,4,39649.880000,3078.000000,사용중,0,0,0,1831,2023,겨울,1,20230124,084600,01,24,08,46,화요일,영등포소방서,여의도119안전센터,,000142,002258,서울특별시,영등포구,여의도동,도시,동,193606.791800,546830.369500,,,2.80,0.80,0.00,작동기기,전기적 아크(단락),전기적 요인,미확인단락,합성수지,기타(합성수지),배선/배선기구,전력공급용 전선,,,판매/업무시설,일반업무,금융기관(농협 등),-4,0.000000,N,Y,N,N,,,,,-16.4,,5.0,290,48,,1812
230124125229513,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,11,1,3679.080000,318.440000,사용중,0,0,0,404,2023,겨울,1,20230124,095900,01,24,09,59,화요일,성동소방서,행당119안전센터,,000446,001614,서울특별시,성동구,응봉동,도시,동,202716.117100,550247.650500,,,2.50,2.50,0.00,작동기기,기기 전도/복사열/기기발열,부주의,기타(부주의),합성수지,플라스틱/ PVC/ 비닐/ 장판,,,,,주거,공동주택,아파트,1,2.000000,N,Y,N,N,,,,,-16.6,,5.0,290,45,,2000
230124153431620,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,1,2,1235.360000,150.320000,사용중,0,0,0,39,2023,겨울,1,20230124,141300,01,24,14,13,화요일,강서소방서,마곡119안전센터,,000350,001100,서울특별시,강서구,마곡동,도시,동,184088.758800,551189.509000,,,4.20,0.70,0.00,화학적 발화열,화학반응열,화학적 요인,자연발화,침구/직물류,행주/ 기름걸레,생활기기,건조기,,,판매/업무시설,판매시설,기타 판매시설,1,0.000000,N,Y,N,N,,,,,-12.7,,4.0,270,43,,2000
230124164743042,기타(쓰레기 화재등),,,,,,,,,,0,0,0,11,2023,겨울,1,20230124,143600,01,24,14,36,화요일,광진소방서,능동119안전센터,,000404,000741,서울특별시,광진구,군자동,도시,동,206583.470000,550815.440000,,,2.50,1.50,0.00,담뱃불/ 라이터불,담뱃불,부주의,담배꽁초,쓰레기류,쓰레기,,,,,기타,야외,쓰레기,,,N,N,N,N,,,,,-12.7,,4.0,270,43,,2000
230124162324698,기타(쓰레기 화재등),,,,,,,,,,0,0,0,3,2023,겨울,1,20230124,152600,01,24,15,26,화요일,은평소방서,수색119안전센터,,000345,000100,서울특별시,은평구,신사동,도시,동,192499.719300,555350.786100,,,3.70,3.30,0.00,담뱃불/ 라이터불,담뱃불,부주의,담배꽁초,쓰레기류,쓰레기,,,,,기타,야외,쓰레기,,,N,N,N,N,,,,,-12.9,,6.0,290,43,,2000
230124161759860,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,4,1,774.000000,154.800000,사용중,0,0,0,18,2023,겨울,1,20230124,153600,01,24,15,36,화요일,중랑소방서,신내119안전센터,,000427,000300,서울특별시,중랑구,묵동,도시,동,206964.220000,557301.720000,,,1.90,1.90,0.00,담뱃불/ 라이터불,담뱃불,부주의,담배꽁초,쓰레기류,재활용,,,,,생활서비스,오락시설,노래연습장,1,1.000000,N,Y,N,N,,,,,-12.9,,6.0,290,43,,2000
230124204840903,자동차/철도차량,,,,,,,,,,0,0,0,60,2023,겨울,1,20230124,184500,01,24,18,45,화요일,강서소방서,화곡119안전센터,,000320,001700,서울특별시,강서구,화곡동,도시,동,186452.301900,547955.894200,,,4.20,1.70,0.00,미상,미상,미상,미상,종이/목재/건초등,종이,,,,,자동차/철도차량,자동차,화물자동차,,,N,N,N,N,일반도로,적재함,,,-14.3,,4.0,290,49,,1995
230124203247215,건축/구조물,양식(옥),철근콘크리트조,슬라브가,,3,1,474.200000,149.120000,사용중,0,0,0,300,2023,겨울,1,20230124,185600,01,24,18,56,화요일,용산소방서,이태원119안전센터,,000319,001300,서울특별시,용산구,이태원동,도시,동,198901.944800,548906.954400,,,2.00,1.10,0.00,불꽃/ 불티,굴뚝(연통) 아궁이,부주의,음식물 조리중,기타,기타,,,,,생활서비스,음식점,한식,1,0.000000,N,N,N,N,,,,,-14.3,,4.0,290,49,,1995
230124233625501,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,19,1,23606.040000,1439.640000,사용중,0,0,0,132,2023,겨울,1,20230124,195100,01,24,19,51,화요일,성동소방서,금호119안전센터,,000455,001100,서울특별시,성동구,옥수동,도시,동,200835.552200,549192.645400,,,4.50,3.00,0.00,불꽃/ 불티,기타(불꽃/불티),부주의,기기(전기/ 기계 등) 사용.설치부주의,침구/직물류,이불(베개/시트),,,,,주거,공동주택,아파트,17,0.000000,N,N,N,N,,,,,-15.0,,5.0,290,54,,1832
230124231033778,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,19,7,26839.100000,1691.400000,사용중,0,0,0,234,2023,겨울,1,20230124,211100,01,24,21,11,화요일,강남소방서,삼성119안전센터,,000232,004340,서울특별시,강남구,삼성동,도시,동,205024.259400,545319.023600,,,1.80,1.80,0.00,작동기기,기기 전도/복사열/기기발열,부주의,기기(전기/ 기계 등) 사용.설치부주의,기타,기타,,,,,판매/업무시설,일반업무,금융기관(농협 등),1,5.000000,N,N,N,N,,,,,-16.2,,3.0,320,58,,1666
230124225509039,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,4,1,869.400000,174.210000,사용중,0,0,0,362,2023,겨울,1,20230124,211300,01,24,21,13,화요일,종로소방서,종로119안전센터,,000226,004244,서울특별시,종로구,돈의동,도시,동,199164.420000,552574.230000,,,0.90,0.20,0.00,작동기기,전기적 아크(단락),전기적 요인,과부하/과전류,합성수지,플라스틱/ PVC/ 비닐/ 장판,,,,,생활서비스,음식점,한식,1,3.000000,N,N,N,N,,,,,-16.2,,3.0,320,58,,1666
230125005411665,기타(쓰레기 화재등),,,,,,,,,,0,0,0,1003,2023,겨울,1,20230124,232500,01,24,23,25,화요일,성북소방서,길음119안전센터,,000217,000900,서울특별시,성북구,정릉동,도시,동,200332.864600,556553.133900,,,3.10,1.60,0.00,작동기기,전기적 아크(단락),전기적 요인,절연열화에 의한 단락,전기/전자,전선피복,계절용 기기,열선,,,기타,야외,기타야외,,,N,N,N,N,,,,,-16.8,,3.0,290,60,,1728
230125040111359,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,1,1,95.180000,57.390000,사용중,0,0,0,11,2023,겨울,1,20230125,025000,01,25,02,50,수요일,마포소방서,서교119안전센터,,000530,000000,서울특별시,마포구,연남동,도시,동,192706.620000,551790.500000,,,3.80,3.10,0.00,담뱃불/ 라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,종이,,,,,주거,단독주택,단독주택,1,0.000000,N,N,N,N,,,,,-17.2,,2.0,250,57,,1874
230125085229401,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,15,4,10316.780000,792.510000,사용중,0,0,0,3003,2023,겨울,1,20230125,062000,01,25,06,20,수요일,마포소방서,신수119안전센터,,000230,002300,서울특별시,마포구,상수동,도시,동,193350.700000,549762.750000,,,1.50,1.50,0.00,작동기기,전기적 아크(단락),전기적 요인,미확인단락,전기/전자,전기/ 전자기기 내부배선,,,,,판매/업무시설,일반업무,오피스텔,5,0.000000,N,N,N,N,,,,,-16.9,,4.0,320,51,,1837
230125082447256,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,14,1,19726.000000,1409.000000,사용중,0,0,0,399,2023,겨울,1,20230125,064500,01,25,06,45,수요일,송파소방서,잠실119안전센터,,000500,000930,서울특별시,송파구,신천동,도시,동,208933.454600,546649.113200,,,4.20,2.10,0.00,작동기기,불꽃/ 스파크/ 정전기,가스누출(폭발),가스누출(폭발),가연성가스,천연가스,주방기기,가스오븐,,,주거,공동주택,아파트,10,20.000000,N,Y,N,N,,,,,-16.9,,4.0,320,51,,1837
230125105631905,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,14,8,106200.400000,22.760000,사용중,0,0,0,1218,2023,겨울,1,20230125,072200,01,25,07,22,수요일,강서소방서,마곡119안전센터,,000320,002400,서울특별시,강서구,마곡동,도시,동,184740.575700,551974.789600,,,4.40,2.20,0.00,작동기기,기기 전도/복사열/기기발열,부주의,가연물 근접방치,종이/목재/건초등,종이,,,,,판매/업무시설,일반업무,오피스텔,7,2.000000,N,Y,N,N,,,,,-17.0,,3.0,290,50,,1851
230125113917531,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,9,4,17372.540000,1505.790000,사용중,0,0,0,1976,2023,겨울,1,20230125,073600,01,25,07,36,수요일,강서소방서,화곡119안전센터,,000250,005500,서울특별시,강서구,마곡동,도시,동,184848.297200,551015.088000,,,1.90,1.90,0.00,불꽃/ 불티,기타(불꽃/불티),부주의,음식물 조리중,식품,튀김유,,,,,판매/업무시설,일반업무,오피스텔,1,8.000000,N,Y,N,N,,,,,-17.0,,3.0,290,50,,1851
230125122533319,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,4,1,634.380000,45.720000,사용중,0,0,0,6573,2023,겨울,1,20230125,081300,01,25,08,13,수요일,양천소방서,목동119안전센터,,000326,003000,서울특별시,양천구,목동,도시,동,188145.120000,549262.380000,,,2.90,2.80,0.00,작동기기,전기적 아크(단락),전기적 요인,미확인단락,합성수지,기타(합성수지),,,합성수지,기타(합성수지),주거,공동주택,다세대주택,3,4.000000,N,N,N,N,,,,,-17.2,,2.0,340,51,,1898
230125103417221,건축/구조물,양식(옥),철근콘크리트조,슬라브가,0,3,1,299.260000,74.320000,사용중,0,0,0,16,2023,겨울,1,20230125,094900,01,25,09,49,수요일,도봉소방서,도봉119안전센터,,000315,000455,서울특별시,도봉구,도봉동,도시,동,203684.867500,563773.705400,,,1.20,1.20,0.00,작동기기,불꽃/ 스파크/ 정전기,부주의,불씨/불꽃/화원방치,침구/직물류,기타(침구/직물류),,,,,주거,단독주택,다가구주택,3,0.000000,N,N,N,N,,,,,-16.4,,3.0,50,55,,2000
230125112421856,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,3,1,344.940000,88.480000,사용중,0,0,0,328,2023,겨울,1,20230125,101400,01,25,10,14,수요일,성동소방서,행당119안전센터,,000324,000426,서울특별시,성동구,행당동,도시,동,202746.500000,550905.920000,,,1.40,1.40,0.00,작동기기,전기적 아크(단락),전기적 요인,압착/손상에 의한 단락,전기/전자,전기/ 전자기기 케이스,,,,,주거,단독주택,다가구주택,2,2.000000,N,N,N,N,,,,,-14.4,,2.0,20,51,,2000
230125131758398,건축/구조물,양식(옥),목조,와가,1,1,0,42.970000,42.970000,사용중,0,0,0,460,2023,겨울,1,20230125,105200,01,25,10,52,수요일,영등포소방서,영등포119안전센터,,000202,001355,서울특별시,영등포구,영등포동4가,도시,동,191333.040000,546581.260000,,,0.50,0.50,0.00,작동기기,전기적 아크(단락),전기적 요인,트래킹에 의한 단락,합성수지,플라스틱/ PVC/ 비닐/ 장판,기타,기타,,,생활서비스,일상서비스,인쇄소,1,7.000000,N,N,N,N,,,,,-14.4,,2.0,20,51,,2000
230125124253525,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,3,1,659.210000,189.460000,사용중,0,0,0,275,2023,겨울,1,20230125,110100,01,25,11,01,수요일,강남소방서,영동119안전센터,,000834,001350,서울특별시,강남구,논현동,도시,동,202499.490000,545400.800000,,,4.30,2.30,0.00,담뱃불/ 라이터불,담뱃불,부주의,담배꽁초,쓰레기류,쓰레기,,,,,주거,단독주택,다가구주택,-1,5.000000,N,N,N,N,,,,,-11.5,,1.0,180,47,,2000
230125152926584,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,3,1,328.840000,173.310000,사용중,0,0,0,385,2023,겨울,1,20230125,111200,01,25,11,12,수요일,송파소방서,가락119안전센터,,000238,000600,서울특별시,송파구,송파동,도시,동,210332.020000,544851.430000,,,3.10,1.60,0.00,작동기기,전기적 아크(단락),전기적 요인,절연열화에 의한 단락,전기/전자,전선피복,계절용 기기,열선,,,주거,공동주택,다세대주택,2,0.000000,N,N,N,N,,,,,-11.5,,1.0,180,47,,2000
230125130513166,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,2,1,1709.880000,769.000000,사용중,0,0,0,50,2023,겨울,1,20230125,111800,01,25,11,18,수요일,양천소방서,목동119안전센터,,000324,000538,서울특별시,양천구,목동,도시,동,189832.286500,548579.495800,,,2.20,1.60,0.00,작동기기,전기적 아크(단락),전기적 요인,미확인단락,전기/전자,전선피복,,,,,판매/업무시설,판매시설,상가빌딩,2,0.000000,N,Y,N,N,,,,,-11.5,,1.0,180,47,,2000
230125130237495,자동차/철도차량,,,,,,,,,,0,0,0,40,2023,겨울,1,20230125,113300,01,25,11,33,수요일,서초소방서,우면119안전센터,,000425,000339,서울특별시,서초구,반포동,도시,동,200696.994700,543553.629200,,,2.00,2.00,0.00,작동기기,기기 전도/복사열/기기발열,부주의,불씨/불꽃/화원방치,합성수지,플라스틱/ PVC/ 비닐/ 장판,,,,,자동차/철도차량,자동차,화물자동차,,,N,N,N,N,일반도로,적재함,,,-11.5,,1.0,180,47,,2000
230125135549472,기타(쓰레기 화재등),,,,,,,,,,0,0,0,105,2023,겨울,1,20230125,113600,01,25,11,36,수요일,금천소방서,금천119안전센터,,000322,004638,서울특별시,금천구,독산동,도시,동,190288.714500,541185.852200,,,0.90,0.90,0.00,불꽃/ 불티,모닥불/ 연탄/ 숯,부주의,불씨/불꽃/화원방치,종이/목재/건초등,종이,,,,,기타,야외,쓰레기,,,N,N,N,N,,,,,-11.5,,1.0,180,47,,2000
230125153449396,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,6,0,659.760000,219.980000,신축,0,0,0,15947,2023,겨울,1,20230125,114600,01,25,11,46,수요일,광진소방서,능동119안전센터,,000310,020046,서울특별시,광진구,자양동,도시,동,205777.270000,548611.240000,,,2.50,0.90,0.00,마찰/ 전도/ 복사,화염 전도/복사열,부주의,불씨/불꽃/화원방치,합성수지,플라스틱/ PVC/ 비닐/ 장판,기타,기타,합성수지,플라스틱/ PVC/ 비닐/ 장판,주거,공동주택,기타 공동주택,1,0.000000,N,N,N,N,,,,,-11.5,,1.0,180,47,,2000
230125172433384,건축/구조물,양식(옥),철근콘크리트조,슬라브가,,4,0,729.920000,182.480000,사용중,0,0,0,342,2023,겨울,1,20230125,114700,01,25,11,47,수요일,종로소방서,숭인119안전센터,,000323,000000,서울특별시,종로구,창신동,도시,동,200891.610000,552474.230000,,,2.60,1.50,0.00,미상,미상,미상,미상,미상,미상,,,,,판매/업무시설,판매시설,기타 판매시설,1,0.000000,N,N,N,N,,,,,-11.5,,1.0,180,47,,2000
230125175527325,건축/구조물,양식(옥),철근콘크리트조,슬라브가,,4,1,298.790000,61.160000,사용중,0,0,0,5,2023,겨울,1,20230125,125300,01,25,12,53,수요일,종로소방서,연건119안전센터,,000140,000000,서울특별시,종로구,동숭동,도시,동,200470.660000,553934.000000,,,3.00,1.00,0.00,미상,미상,미상,미상,미상,미상,,,,,주거,단독주택,다가구주택,2,0.000000,N,N,N,N,,,,,-9.6,,2.0,200,39,,2000
230125133702890,기타(쓰레기 화재등),,,,,,,,,,0,0,0,3,2023,겨울,1,20230125,130400,01,25,13,04,수요일,강북소방서,우이119안전센터,,000331,000000,서울특별시,강북구,수유동,도시,동,201843.010000,559111.550000,,,1.90,1.60,0.00,담뱃불/ 라이터불,담뱃불,부주의,담배꽁초,쓰레기류,쓰레기,,,,,기타,야외,쓰레기,,,N,N,N,N,,,,,-8.5,,3.0,180,33,,2000
230125170436857,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,5,1,1628.920000,257.570000,사용중,0,0,0,37,2023,겨울,1,20230125,133900,01,25,13,39,수요일,중랑소방서,망우119안전센터,,000430,000500,서울특별시,중랑구,면목동,도시,동,207785.751900,554013.052500,,,4.20,2.00,0.00,작동기기,전기적 아크(단락),전기적 요인,접촉불량에 의한 단락,합성수지,플라스틱/ PVC/ 비닐/ 장판,,,,,교육시설,연구/학원,일반학원,2,0.000000,N,Y,N,N,,,,,-8.5,,3.0,180,33,,2000
230125171537694,건축/구조물,양식(옥),철근콘크리트조,슬라브가,,3,1,147.830000,50.210000,사용중,0,0,0,1310,2023,겨울,1,20230125,140300,01,25,14,03,수요일,종로소방서,신교119안전센터,,000251,002100,서울특별시,종로구,통의동,도시,동,197525.510000,553311.010000,,,2.00,0.70,0.00,작동기기,전기적 아크(단락),전기적 요인,접촉불량에 의한 단락,전기/전자,전선피복,계절용 기기,냉난방기,,,판매/업무시설,일반업무,일반회사,3,30.000000,N,N,N,N,,,,,-8.1,,3.0,290,29,,2000
